0.1;0.1;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.34;0.27;0.637;0.1;0.1;0.2;
0.1;0.1;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.35;0.0;0.227;0.2;0.3;0.1;
0.4;0.3;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.36;0.2;0.206;0.3;0.2;0.0;
0.4;0.2;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.36;0.34;0.741;0.1;0.1;0.0;
0.4;0.2;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.37;0.2;0.442;0.2;0.1;0.0;
0.4;0.1;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.37;0.27;0.766;0.3;0.2;0.0;
0.4;0.2;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.38;0.17;0.662;0.1;0.1;0.0;
0.4;0.3;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.38;0.45;0.585;0.2;0.3;0.0;
0.4;0.1;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.39;0.17;0.468;0.1;0.3;0.0;
0.3;0.1;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.39;0.41;0.562;0.2;0.3;0.0;
0.3;0.2;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.40;0.3;0.542;0.2;0.1;0.0;
0.3;0.1;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.40;0.35;0.414;0.1;0.3;0.0;
0.3;0.1;0.3;0.1;0.0;0.10;0.9;0.20;0.8;0.41;0.6;0.230;0.3;0.1;0.0;
0.2;0.3;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.42;0.50;0.601;0.2;0.1;0.3;
0.2;0.2;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.44;0.4;0.515;0.2;0.3;0.1;
0.2;0.3;0.3;0.2;0.0;0.10;0.9;0.20;0.8;0.45;0.28;0.348;0.2;0.1;0.0;
0.2;0.1;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.45;0.53;0.385;0.1;0.1;0.3;
0.3;0.1;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.47;0.8;0.165;0.1;0.3;0.0;
0.3;0.1;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.48;0.23;0.557;0.2;0.1;0.0;
0.4;0.2;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.48;0.57;0.180;0.3;0.3;0.0;
0.4;0.1;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.49;0.23;0.791;0.3;0.2;0.0;
0.4;0.2;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.49;0.50;0.342;0.1;0.2;0.0;
0.4;0.3;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.50;0.19;0.457;0.1;0.1;0.0;
0.4;0.1;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.51;0.29;0.243;0.1;0.1;0.0;
0.4;0.2;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.51;0.55;0.707;0.2;0.2;0.0;
0.4;0.3;0.3;0.3;0.0;0.10;0.9;0.20;0.8;0.52;0.29;0.842;0.2;0.3;0.0;
0.2;0.2;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.54;0.14;0.198;0.3;0.1;0.1;
0.2;0.3;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.55;0.5;0.671;0.3;0.2;0.2;
0.2;0.3;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.56;0.38;0.764;0.3;0.2;0.2;
0.1;0.1;0.3;0.3;0.3;0.10;0.9;0.20;0.8;0.58;0.39;0.467;0.2;0.2;0.3;
0.1;0.1;0.3;0.3;0.3;0.10;0.9;0.21;0.9;0.5;0.41;0.431;0.1;0.1;0.2;
0.2;0.1;0.3;0.3;0.3;0.10;0.9;0.21;0.9;0.7;0.55;0.508;0.2;0.3;0.3;
0.2;0.1;0.3;0.3;0.3;0.10;0.9;0.21;0.9;0.8;0.22;0.563;0.2;0.2;0.2;
0.2;0.1;0.3;0.3;0.3;0.10;0.9;0.21;0.9;0.8;0.49;0.595;0.3;0.2;0.2;
0.2;0.2;0.3;0.3;0.3;0.10;0.9;0.21;0.9;0.9;0.21;0.189;0.1;0.1;0.2;
0.2;0.3;0.3;0.3;0.3;0.10;0.9;0.21;0.9;0.9;0.53;0.486;0.2;0.2;0.2;
0.4;0.2;0.3;0.3;0.0;0.10;0.9;0.21;0.9;0.10;0.55;0.535;0.3;0.2;0.0;
0.4;0.1;0.3;0.3;0.0;0.10;0.9;0.21;0.9;0.12;0.18;0.248;0.3;0.3;0.0;
0.4;0.2;0.3;0.3;0.0;0.10;0.9;0.21;0.9;0.13;0.20;0.693;0.3;0.2;0.0;
